,Date,State,Population,Pop (mil),3 Day Pos Inc Avg,7 Day Pos Inc Avg,Positive Cases,Positive Cases per Mil,Positives Increase,Negative Cases,Negatives Increase,3 Day Testing Inc Avg,Total Tests,Tests per Mil,Total Tests Increase,Hospitalized,Hospitalized per Mil,Hospitalized Increase,3 Day Hospitalized Inc Avg,Deaths,Deaths per Mil,Deaths Increase,3 Day Deaths Inc Avg
0,2020-04-28,AK,"731,545",0.73,4.0,3.14,351.0,480.82,6.0,16738.0,827.0,452.33,17089.0,23409.59,833.0,0.0,0.0,0.0,0.0,9.0,12.33,0.0,0.0
1,2020-04-27,AK,"731,545",0.73,2.0,3.43,345.0,472.6,4.0,15911.0,75.0,1325.0,16256.0,22268.49,79.0,0.0,0.0,0.0,0.0,9.0,12.33,0.0,0.0
2,2020-04-26,AK,"731,545",0.73,1.33,3.14,341.0,467.12,2.0,15836.0,443.0,1338.67,16177.0,22160.27,445.0,0.0,0.0,0.0,0.0,9.0,12.33,0.0,0.0
3,2020-04-25,AK,"731,545",0.73,1.33,3.57,339.0,464.38,0.0,15393.0,3451.0,1191.0,15732.0,21550.68,3451.0,0.0,0.0,0.0,0.0,9.0,12.33,0.0,0.0
4,2020-04-24,AK,"731,545",0.73,3.33,4.29,339.0,464.38,2.0,11942.0,118.0,387.33,12281.0,16823.29,120.0,0.0,0.0,0.0,0.0,9.0,12.33,0.0,0.0
5,2020-04-23,AK,"731,545",0.73,5.33,5.29,337.0,461.64,2.0,11824.0,0.0,679.0,12161.0,16658.9,2.0,0.0,0.0,0.0,0.0,9.0,12.33,0.0,0.0
6,2020-04-22,AK,"731,545",0.73,5.33,6.0,335.0,458.9,6.0,11824.0,1034.0,754.67,12159.0,16656.16,1040.0,36.0,49.32,0.0,0.0,9.0,12.33,0.0,0.0
7,2020-04-21,AK,"731,545",0.73,5.0,6.29,329.0,450.68,8.0,10790.0,987.0,488.0,11119.0,15231.51,995.0,36.0,49.32,0.0,0.0,9.0,12.33,0.0,0.0
8,2020-04-20,AK,"731,545",0.73,4.0,6.29,321.0,439.73,2.0,9803.0,227.0,224.67,10124.0,13868.49,229.0,36.0,49.32,0.0,0.0,9.0,12.33,0.0,0.0
9,2020-04-19,AK,"731,545",0.73,6.33,6.71,319.0,436.99,5.0,9576.0,235.0,386.67,9895.0,13554.79,240.0,36.0,49.32,0.0,0.33,9.0,12.33,0.0,0.0
10,2020-04-18,AK,"731,545",0.73,7.0,8.14,314.0,430.14,5.0,9341.0,200.0,330.33,9655.0,13226.03,205.0,36.0,49.32,0.0,0.67,9.0,12.33,0.0,0.0
11,2020-04-17,AK,"731,545",0.73,8.0,9.0,309.0,423.29,9.0,9141.0,706.0,367.33,9450.0,12945.21,715.0,36.0,49.32,1.0,1.33,9.0,12.33,0.0,0.0
12,2020-04-16,AK,"731,545",0.73,7.67,9.29,300.0,410.96,7.0,8435.0,64.0,301.67,8735.0,11965.75,71.0,35.0,47.95,1.0,1.0,9.0,12.33,0.0,0.33
13,2020-04-15,AK,"731,545",0.73,7.0,9.57,293.0,401.37,8.0,8371.0,308.0,208.67,8664.0,11868.49,316.0,34.0,46.58,2.0,1.0,9.0,12.33,0.0,0.33
14,2020-04-14,AK,"731,545",0.73,9.33,10.29,285.0,390.41,8.0,8063.0,510.0,205.33,8348.0,11435.62,518.0,32.0,43.84,0.0,0.33,9.0,12.33,1.0,0.33
15,2020-04-13,AK,"731,545",0.73,10.33,12.29,277.0,379.45,5.0,7553.0,-213.0,132.67,7830.0,10726.03,-208.0,32.0,43.84,1.0,1.33,8.0,10.96,0.0,0.33
16,2020-04-12,AK,"731,545",0.73,12.33,12.43,272.0,372.6,15.0,7766.0,291.0,271.67,8038.0,11010.96,306.0,31.0,42.47,0.0,1.33,8.0,10.96,0.0,0.33
17,2020-04-11,AK,"731,545",0.73,10.33,12.29,257.0,352.05,11.0,7475.0,289.0,221.33,7732.0,10591.78,300.0,31.0,42.47,3.0,1.33,8.0,10.96,1.0,0.33
18,2020-04-10,AK,"731,545",0.73,11.0,12.71,246.0,336.99,11.0,7186.0,198.0,173.0,7432.0,10180.82,209.0,28.0,38.36,1.0,1.67,7.0,9.59,0.0,0.33
19,2020-04-09,AK,"731,545",0.73,14.67,13.14,235.0,321.92,9.0,6988.0,146.0,113.33,7223.0,9894.52,155.0,27.0,36.99,0.0,1.33,7.0,9.59,0.0,0.33
20,2020-04-08,AK,"731,545",0.73,13.67,13.29,226.0,309.59,13.0,6842.0,142.0,261.33,7068.0,9682.19,155.0,27.0,36.99,4.0,2.33,7.0,9.59,1.0,0.33
21,2020-04-07,AK,"731,545",0.73,14.0,13.43,213.0,291.78,22.0,6700.0,8.0,291.0,6913.0,9469.86,30.0,23.0,31.51,0.0,2.33,6.0,8.22,0.0,0.33
22,2020-04-06,AK,"731,545",0.73,11.33,11.0,191.0,261.64,6.0,6692.0,593.0,289.0,6883.0,9428.77,599.0,23.0,31.51,3.0,2.67,6.0,8.22,0.0,1.0
23,2020-04-05,AK,"731,545",0.73,14.0,11.86,185.0,253.42,14.0,6099.0,230.0,420.67,6284.0,8608.22,244.0,20.0,27.4,4.0,3.67,6.0,8.22,1.0,1.0
24,2020-04-04,AK,"731,545",0.73,12.67,12.29,171.0,234.25,14.0,5869.0,10.0,479.0,6040.0,8273.97,24.0,16.0,21.92,1.0,2.33,5.0,6.85,2.0,0.67
25,2020-04-03,AK,"731,545",0.73,12.67,12.57,157.0,215.07,14.0,5859.0,980.0,767.67,6016.0,8241.1,994.0,15.0,20.55,6.0,2.67,3.0,4.11,0.0,0.0
26,2020-04-02,AK,"731,545",0.73,9.67,12.0,143.0,195.89,10.0,4879.0,409.0,456.0,5022.0,6879.45,419.0,9.0,12.33,0.0,0.67,3.0,4.11,0.0,0.0
27,2020-04-01,AK,"731,545",0.73,10.33,13.0,133.0,182.19,14.0,4470.0,876.0,423.0,4603.0,6305.48,890.0,9.0,12.33,2.0,1.0,3.0,4.11,0.0,0.33
28,2020-03-31,AK,"731,545",0.73,11.33,11.86,119.0,163.01,5.0,3594.0,54.0,264.0,3713.0,5086.3,59.0,7.0,9.59,0.0,0.67,3.0,4.11,0.0,0.33
29,2020-03-30,AK,"731,545",0.73,15.0,13.14,114.0,156.16,12.0,3540.0,308.0,422.0,3654.0,5005.48,320.0,7.0,9.59,1.0,1.33,3.0,4.11,1.0,0.67
30,2020-03-29,AK,"731,545",0.73,14.33,11.43,102.0,139.73,17.0,3232.0,396.0,491.33,3334.0,4567.12,413.0,6.0,8.22,1.0,1.0,2.0,2.74,0.0,0.33
31,2020-03-28,AK,"731,545",0.73,14.33,10.14,85.0,116.44,16.0,2836.0,517.0,410.0,2921.0,4001.37,533.0,5.0,6.85,2.0,1.33,2.0,2.74,1.0,0.33
32,2020-03-27,AK,"731,545",0.73,11.0,8.14,69.0,94.52,10.0,2319.0,518.0,455.33,2388.0,3271.23,528.0,3.0,4.11,0.0,1.0,1.0,1.37,0.0,0.33
33,2020-03-26,AK,"731,545",0.73,12.33,7.57,59.0,80.82,17.0,1801.0,152.0,297.33,1860.0,2547.95,169.0,3.0,4.11,2.0,1.0,1.0,1.37,0.0,0.33
34,2020-03-25,AK,"731,545",0.73,6.67,5.14,42.0,57.53,6.0,1649.0,663.0,241.0,1691.0,2316.44,669.0,1.0,1.37,1.0,0.33,1.0,1.37,1.0,0.33
35,2020-03-24,AK,"731,545",0.73,7.33,4.71,36.0,49.32,14.0,986.0,40.0,83.33,1022.0,1400.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2020-03-23,AK,"731,545",0.73,3.33,3.0,22.0,30.14,0.0,946.0,0.0,90.0,968.0,1326.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2020-03-22,AK,"731,545",0.73,5.33,3.0,22.0,30.14,8.0,946.0,188.0,176.67,968.0,1326.03,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2020-03-21,AK,"731,545",0.73,2.67,1.86,14.0,19.18,2.0,758.0,72.0,120.0,772.0,1057.53,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2020-03-20,AK,"731,545",0.73,3.0,1.57,12.0,16.44,6.0,686.0,254.0,120.33,698.0,956.16,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2020-03-19,AK,"731,545",0.73,1.67,0.86,6.0,8.22,0.0,432.0,26.0,98.0,438.0,600.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2020-03-18,AK,"731,545",0.73,1.67,0.86,6.0,8.22,3.0,406.0,72.0,89.33,412.0,564.38,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2020-03-17,AK,"731,545",0.73,0.67,0.43,3.0,4.11,2.0,334.0,191.0,64.33,337.0,461.64,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2020-03-16,AK,"731,545",0.73,0.0,0.14,1.0,1.37,0.0,143.0,0.0,28.0,144.0,197.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2020-03-15,AK,"731,545",0.73,0.33,0.14,1.0,1.37,0.0,143.0,0.0,32.67,144.0,197.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2020-03-14,AK,"731,545",0.73,0.33,0.14,1.0,1.37,0.0,143.0,84.0,32.67,144.0,197.26,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2020-03-13,AK,"731,545",0.73,0.33,0.14,1.0,1.37,1.0,59.0,13.0,12.33,60.0,82.19,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2020-03-12,AK,"731,545",0.73,0.0,,0.0,0.0,0.0,46.0,0.0,7.67,46.0,63.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2020-03-11,AK,"731,545",0.73,0.0,,0.0,0.0,0.0,46.0,23.0,10.67,46.0,63.01,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2020-03-10,AK,"731,545",0.73,0.0,,0.0,0.0,0.0,23.0,0.0,3.67,23.0,31.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2020-03-09,AK,"731,545",0.73,0.0,,0.0,0.0,0.0,23.0,9.0,5.0,23.0,31.51,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2020-03-08,AK,"731,545",0.73,0.0,,0.0,0.0,0.0,14.0,2.0,2.0,14.0,19.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2020-03-07,AK,"731,545",0.73,,,0.0,0.0,0.0,12.0,4.0,,12.0,16.44,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,
53,2020-03-06,AK,"731,545",0.73,,,0.0,0.0,0.0,8.0,0.0,,8.0,10.96,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
54,2020-04-28,AL,"4,903,185",4.9,183.33,208.0,6687.0,1364.69,188.0,69140.0,1642.0,1494.33,75827.0,15474.9,1830.0,911.0,185.92,39.0,24.0,242.0,49.39,20.0,10.0
55,2020-04-27,AL,"4,903,185",4.9,222.33,210.57,6499.0,1326.33,229.0,67498.0,217.0,7100.67,73997.0,15101.43,446.0,872.0,177.96,27.0,34.67,222.0,45.31,6.0,8.33
56,2020-04-26,AL,"4,903,185",4.9,164.0,204.71,6270.0,1279.59,133.0,67281.0,2074.0,6970.0,73551.0,15010.41,2207.0,845.0,172.45,6.0,25.67,216.0,44.08,4.0,6.33
57,2020-04-25,AL,"4,903,185",4.9,224.0,211.71,6137.0,1252.45,305.0,65207.0,18344.0,7528.0,71344.0,14560.0,18649.0,839.0,171.22,71.0,36.33,212.0,43.27,15.0,6.0
58,2020-04-24,AL,"4,903,185",4.9,200.33,186.0,5832.0,1190.2,54.0,46863.0,0.0,1389.67,52695.0,10754.08,54.0,768.0,156.73,0.0,23.0,197.0,40.2,0.0,6.67
59,2020-04-23,AL,"4,903,185",4.9,251.0,204.71,5778.0,1179.18,313.0,46863.0,3568.0,2247.0,52641.0,10743.06,3881.0,768.0,156.73,38.0,42.33,197.0,40.2,3.0,10.0
60,2020-04-22,AL,"4,903,185",4.9,209.33,193.14,5465.0,1115.31,234.0,43295.0,0.0,1016.0,48760.0,9951.02,234.0,730.0,148.98,31.0,29.67,194.0,39.59,17.0,13.33
61,2020-04-21,AL,"4,903,185",4.9,192.0,193.57,5231.0,1067.55,206.0,43295.0,2420.0,1996.0,48526.0,9903.27,2626.0,699.0,142.65,58.0,26.33,177.0,36.12,10.0,10.33
62,2020-04-20,AL,"4,903,185",4.9,165.0,184.43,5025.0,1025.51,188.0,40875.0,0.0,2684.0,45900.0,9367.35,188.0,641.0,130.82,0.0,15.67,167.0,34.08,13.0,7.67
63,2020-04-19,AL,"4,903,185",4.9,164.0,187.43,4837.0,987.14,182.0,40875.0,2992.0,3107.0,45712.0,9328.98,3174.0,641.0,130.82,21.0,29.33,154.0,31.43,8.0,7.0
64,2020-04-18,AL,"4,903,185",4.9,180.67,209.14,4655.0,950.0,125.0,37883.0,4565.0,2820.33,42538.0,8681.22,4690.0,620.0,126.53,26.0,31.67,146.0,29.8,2.0,8.33
65,2020-04-17,AL,"4,903,185",4.9,218.0,223.14,4530.0,924.49,185.0,33318.0,1272.0,1577.0,37848.0,7724.08,1457.0,594.0,121.22,41.0,33.67,144.0,29.39,11.0,11.33
66,2020-04-16,AL,"4,903,185",4.9,203.67,225.14,4345.0,886.73,232.0,32046.0,2082.0,2403.0,36391.0,7426.73,2314.0,553.0,112.86,28.0,32.0,133.0,27.14,12.0,11.33
67,2020-04-15,AL,"4,903,185",4.9,196.0,249.14,4113.0,839.39,237.0,29964.0,723.0,4164.67,34077.0,6954.49,960.0,525.0,107.14,32.0,29.33,121.0,24.69,11.0,9.33
68,2020-04-14,AL,"4,903,185",4.9,228.33,251.0,3876.0,791.02,142.0,29241.0,3793.0,3956.0,33117.0,6758.57,3935.0,493.0,100.61,36.0,30.33,110.0,22.45,11.0,6.33
69,2020-04-13,AL,"4,903,185",4.9,255.33,252.29,3734.0,762.04,209.0,25448.0,7390.0,2718.67,29182.0,5955.51,7599.0,457.0,93.27,20.0,29.67,99.0,20.2,6.0,6.33
70,2020-04-12,AL,"4,903,185",4.9,252.0,247.0,3525.0,719.39,334.0,18058.0,0.0,252.0,21583.0,4404.69,334.0,437.0,89.18,35.0,34.67,93.0,18.98,2.0,6.33
71,2020-04-11,AL,"4,903,185",4.9,274.0,230.14,3191.0,651.22,223.0,18058.0,0.0,709.0,21249.0,4336.53,223.0,402.0,82.04,34.0,29.33,91.0,18.57,11.0,8.33
72,2020-04-10,AL,"4,903,185",4.9,283.0,219.43,2968.0,605.71,199.0,18058.0,0.0,2036.67,21026.0,4291.02,199.0,368.0,75.1,35.0,32.33,80.0,16.33,6.0,8.0
73,2020-04-09,AL,"4,903,185",4.9,267.0,219.43,2769.0,565.1,400.0,18058.0,1305.0,2020.67,20827.0,4250.41,1705.0,333.0,67.96,19.0,31.0,74.0,15.1,8.0,8.0
74,2020-04-08,AL,"4,903,185",4.9,191.0,184.57,2369.0,483.47,250.0,16753.0,3956.0,2014.67,19122.0,3902.45,4206.0,314.0,64.08,43.0,27.67,66.0,13.47,10.0,7.0
75,2020-04-07,AL,"4,903,185",4.9,179.67,162.57,2119.0,432.45,151.0,12797.0,0.0,1354.33,14916.0,3044.08,151.0,271.0,55.31,31.0,19.67,56.0,11.43,6.0,4.33
76,2020-04-06,AL,"4,903,185",4.9,178.67,158.43,1968.0,401.63,172.0,12797.0,1515.0,1715.33,14765.0,3013.27,1687.0,240.0,48.98,9.0,80.0,50.0,10.2,5.0,5.0
77,2020-04-05,AL,"4,903,185",4.9,187.67,141.43,1796.0,366.53,216.0,11282.0,2009.0,1447.33,13078.0,2668.98,2225.0,231.0,47.14,19.0,77.0,45.0,9.18,2.0,4.33
78,2020-04-04,AL,"4,903,185",4.9,167.67,126.29,1580.0,322.45,148.0,9273.0,1086.0,1026.33,10853.0,2214.9,1234.0,212.0,43.27,212.0,70.67,43.0,8.78,8.0,5.67
79,2020-04-03,AL,"4,903,185",4.9,150.33,120.71,1432.0,292.24,199.0,8187.0,684.0,780.0,9619.0,1963.06,883.0,0.0,0.0,0.0,0.0,35.0,7.14,3.0,7.33
80,2020-04-02,AL,"4,903,185",4.9,124.67,103.86,1233.0,251.63,156.0,7503.0,806.0,727.67,8736.0,1782.86,962.0,0.0,0.0,0.0,0.0,32.0,6.53,6.0,8.67
81,2020-04-01,AL,"4,903,185",4.9,90.33,113.43,1077.0,219.8,96.0,6697.0,399.0,928.0,7774.0,1586.53,495.0,0.0,0.0,0.0,0.0,26.0,5.31,13.0,7.33
82,2020-03-31,AL,"4,903,185",4.9,95.0,109.43,981.0,200.2,122.0,6298.0,604.0,799.67,7279.0,1485.51,726.0,0.0,0.0,0.0,0.0,13.0,2.65,7.0,3.33
83,2020-03-30,AL,"4,903,185",4.9,90.67,98.86,859.0,175.31,53.0,5694.0,1510.0,594.0,6553.0,1337.35,1563.0,0.0,0.0,0.0,0.0,6.0,1.22,2.0,1.0
84,2020-03-29,AL,"4,903,185",4.9,100.0,95.43,806.0,164.49,110.0,4184.0,0.0,297.0,4990.0,1018.37,110.0,0.0,0.0,0.0,0.0,4.0,0.82,1.0,1.0
85,2020-03-28,AL,"4,903,185",4.9,137.67,81.71,696.0,142.04,109.0,4184.0,0.0,689.33,4880.0,995.92,109.0,0.0,0.0,0.0,0.0,3.0,0.61,0.0,1.0
86,2020-03-27,AL,"4,903,185",4.9,124.0,72.29,587.0,119.8,81.0,4184.0,591.0,816.67,4771.0,973.67,672.0,0.0,0.0,0.0,0.0,3.0,0.61,2.0,1.0
87,2020-03-26,AL,"4,903,185",4.9,113.0,62.57,506.0,103.27,223.0,3593.0,1064.0,755.67,4099.0,836.53,1287.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.33
88,2020-03-25,AL,"4,903,185",4.9,48.33,33.86,283.0,57.76,68.0,2529.0,423.0,403.33,2812.0,573.88,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2020-03-24,AL,"4,903,185",4.9,30.33,25.57,215.0,43.88,48.0,2106.0,441.0,723.0,2321.0,473.67,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2020-03-23,AL,"4,903,185",4.9,28.67,19.86,167.0,34.08,29.0,1665.0,201.0,574.33,1832.0,373.88,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2020-03-22,AL,"4,903,185",4.9,23.33,18.0,138.0,28.16,14.0,1464.0,1436.0,502.0,1602.0,326.94,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2020-03-21,AL,"4,903,185",4.9,26.0,16.86,124.0,25.31,43.0,28.0,0.0,26.0,152.0,31.02,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2020-03-20,AL,"4,903,185",4.9,15.0,11.43,81.0,16.53,13.0,28.0,0.0,15.0,109.0,22.24,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2020-03-19,AL,"4,903,185",4.9,13.33,9.71,68.0,13.88,22.0,28.0,0.0,13.33,96.0,19.59,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2020-03-18,AL,"4,903,185",4.9,11.33,6.57,46.0,9.39,10.0,28.0,0.0,11.33,74.0,15.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2020-03-17,AL,"4,903,185",4.9,10.0,5.14,36.0,7.35,8.0,28.0,0.0,12.0,64.0,13.06,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2020-03-16,AL,"4,903,185",4.9,9.0,4.0,28.0,5.71,16.0,28.0,0.0,14.67,56.0,11.43,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2020-03-15,AL,"4,903,185",4.9,4.0,1.71,12.0,2.45,6.0,28.0,6.0,10.0,40.0,8.16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2020-03-14,AL,"4,903,185",4.9,2.0,0.86,6.0,1.22,5.0,22.0,11.0,6.0,28.0,5.71,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2020-03-13,AL,"4,903,185",4.9,0.33,0,1.0,0.2,1.0,11.0,1.0,4.0,12.0,2.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2020-03-12,AL,"4,903,185",4.9,0.0,0,0.0,0.0,0.0,10.0,0.0,3.33,10.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2020-03-11,AL,"4,903,185",4.9,0.0,0,0.0,0.0,0.0,10.0,10.0,3.33,10.0,2.04,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2020-03-10,AL,"4,903,185",4.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2020-03-09,AL,"4,903,185",4.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2020-03-08,AL,"4,903,185",4.9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
106,2020-03-07,AL,"4,903,185",4.9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
107,2020-04-28,AR,"3,017,804",3.02,94.0,126.29,3111.0,1030.13,94.0,37560.0,120.0,872.67,40671.0,13467.22,214.0,0.0,0.0,0.0,0.0,52.0,17.22,2.0,1.67
108,2020-04-27,AR,"3,017,804",3.02,92.0,156.29,3017.0,999.01,76.0,37440.0,912.0,1626.33,40457.0,13396.36,988.0,0.0,0.0,0.0,0.0,50.0,16.56,1.0,1.67
109,2020-04-26,AR,"3,017,804",3.02,158.67,165.71,2941.0,973.84,112.0,36528.0,1304.0,2626.33,39469.0,13069.21,1416.0,291.0,96.36,0.0,0.0,49.0,16.23,2.0,1.33
110,2020-04-25,AR,"3,017,804",3.02,184.33,155.71,2829.0,936.75,88.0,35224.0,2387.0,2780.0,38053.0,12600.33,2475.0,291.0,96.36,0.0,0.0,47.0,15.56,2.0,1.67
111,2020-04-24,AR,"3,017,804",3.02,171.33,149.43,2741.0,907.62,276.0,32837.0,3712.0,2712.33,35578.0,11780.79,3988.0,291.0,96.36,0.0,0.0,45.0,14.9,0.0,0.67
112,2020-04-23,AR,"3,017,804",3.02,180.67,120.71,2465.0,816.23,189.0,29125.0,1688.0,1679.0,31590.0,10460.26,1877.0,291.0,96.36,0.0,0.0,45.0,14.9,3.0,1.0
113,2020-04-22,AR,"3,017,804",3.02,165.0,101.0,2276.0,753.64,49.0,27437.0,2223.0,1834.67,29713.0,9838.74,2272.0,291.0,96.36,0.0,0.0,42.0,13.91,-1.0,0.67
114,2020-04-21,AR,"3,017,804",3.02,162.67,106.71,2227.0,737.42,304.0,25214.0,584.0,1100.0,27441.0,9086.42,888.0,291.0,96.36,0.0,0.0,43.0,14.24,1.0,1.67
115,2020-04-20,AR,"3,017,804",3.02,76.0,73.29,1923.0,636.75,142.0,24630.0,2202.0,1019.67,26553.0,8792.38,2344.0,291.0,96.36,0.0,97.0,42.0,13.91,2.0,1.67
116,2020-04-19,AR,"3,017,804",3.02,53.67,71.57,1781.0,589.74,42.0,22428.0,26.0,511.33,24209.0,8016.23,68.0,291.0,96.36,0.0,97.0,40.0,13.25,2.0,1.0
117,2020-04-18,AR,"3,017,804",3.02,56.67,73.29,1739.0,575.83,44.0,22402.0,603.0,769.0,24141.0,7993.71,647.0,291.0,96.36,291.0,97.0,38.0,12.58,1.0,1.67
118,2020-04-17,AR,"3,017,804",3.02,71.67,74.86,1695.0,561.26,75.0,21799.0,744.0,787.67,23494.0,7779.47,819.0,0.0,0.0,0.0,0.0,37.0,12.25,0.0,2.33
119,2020-04-16,AR,"3,017,804",3.02,70.0,71.57,1620.0,536.42,51.0,21055.0,790.0,623.67,22675.0,7508.28,841.0,0.0,0.0,0.0,0.0,37.0,12.25,4.0,2.33
120,2020-04-15,AR,"3,017,804",3.02,96.33,81.29,1569.0,519.54,89.0,20265.0,614.0,704.0,21834.0,7229.8,703.0,130.0,43.05,0.0,0.0,33.0,10.93,3.0,2.0
121,2020-04-14,AR,"3,017,804",3.02,84.67,76.29,1480.0,490.07,70.0,19651.0,257.0,851.0,21131.0,6997.02,327.0,130.0,43.05,0.0,0.0,30.0,9.93,0.0,2.0
122,2020-04-13,AR,"3,017,804",3.02,79.67,76.43,1410.0,466.89,130.0,19394.0,952.0,1228.0,20804.0,6888.74,1082.0,130.0,43.05,0.0,0.0,30.0,9.93,3.0,2.33
123,2020-04-12,AR,"3,017,804",3.02,53.67,64.29,1280.0,423.84,54.0,18442.0,1090.0,1590.33,19722.0,6530.46,1144.0,130.0,43.05,0.0,0.0,27.0,8.94,3.0,2.0
124,2020-04-11,AR,"3,017,804",3.02,75.33,69.0,1226.0,405.96,55.0,17352.0,1403.0,1349.33,18578.0,6151.66,1458.0,130.0,43.05,0.0,0.0,24.0,7.95,1.0,2.0
125,2020-04-10,AR,"3,017,804",3.02,75.0,66.71,1171.0,387.75,52.0,15949.0,2117.0,1160.67,17120.0,5668.87,2169.0,130.0,43.05,0.0,-6.0,23.0,7.62,2.0,2.33
126,2020-04-09,AR,"3,017,804",3.02,81.33,68.0,1119.0,370.53,119.0,13832.0,302.0,702.0,14951.0,4950.66,421.0,130.0,43.05,0.0,-2.33,21.0,6.95,3.0,1.67
127,2020-04-08,AR,"3,017,804",3.02,56.67,59.43,1000.0,331.13,54.0,13530.0,838.0,1096.0,14530.0,4811.26,892.0,130.0,43.05,-18.0,0.0,18.0,5.96,2.0,0.67
128,2020-04-07,AR,"3,017,804",3.02,67.67,60.43,946.0,313.25,71.0,12692.0,722.0,1089.33,13638.0,4515.89,793.0,148.0,49.01,11.0,14.0,16.0,5.3,0.0,0.67
129,2020-04-06,AR,"3,017,804",3.02,57.0,57.43,875.0,289.74,45.0,11970.0,1558.0,1048.67,12845.0,4253.31,1603.0,137.0,45.36,7.0,10.67,16.0,5.3,0.0,1.33
130,2020-04-05,AR,"3,017,804",3.02,62.33,57.71,830.0,274.83,87.0,10412.0,785.0,906.33,11242.0,3722.52,872.0,130.0,43.05,24.0,10.0,16.0,5.3,2.0,1.33
131,2020-04-04,AR,"3,017,804",3.02,53.0,48.43,743.0,246.03,39.0,9627.0,632.0,810.67,10370.0,3433.77,671.0,106.0,35.1,1.0,5.33,14.0,4.64,2.0,1.33
132,2020-04-03,AR,"3,017,804",3.02,60.33,46.14,704.0,233.11,61.0,8995.0,1115.0,1072.33,9699.0,3211.59,1176.0,105.0,34.77,5.0,35.0,12.0,3.97,0.0,1.33
133,2020-04-02,AR,"3,017,804",3.02,56.67,44.0,643.0,212.91,59.0,7880.0,526.0,929.33,8523.0,2822.19,585.0,100.0,33.11,10.0,33.33,12.0,3.97,2.0,1.67
134,2020-04-01,AR,"3,017,804",3.02,52.67,43.43,584.0,193.38,61.0,7354.0,1395.0,1495.0,7938.0,2628.48,1456.0,90.0,29.8,90.0,30.0,10.0,3.31,2.0,1.33
135,2020-03-31,AR,"3,017,804",3.02,39.67,43.57,523.0,173.18,50.0,5959.0,697.0,1046.67,6482.0,2146.36,747.0,0.0,0.0,0.0,0.0,8.0,2.65,1.0,1.0
